"screen_name","followers_count","text"
"Sanjeet86691622",0,"#CPFaridabad applauded #crime branch officials for solving over one hundred crimes against property cases in last 7 days. This is despite over 60% of around 300 men in the CB being infected with #corona, they are more belligerent than ever! @FBDPolice is extremely proud of them! https://t.co/cVQY0ZcsDe"
"Sanjeet86691622",0,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"Raula108",5,"New medicine approved &amp; certified by #secularism - Cure for #Corona! 

Looks like audio is morphed &amp; not verifiable. https://t.co/6SxCdYfSUR"
"Kezz76",255,"Support this local group in Birkenhead 3rd October 2020. 

#lockdowns #birkenhead #wedonotconsent #StandUpX #Corona #masks #vaccines https://t.co/qBTeA845By"
"CS3116",322,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"djkush23",52,"#Visakhapatnam #SOS #COVID19India
Need O+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
Number of Units 2
At Indus Hospital,#Vizag
Patient Name K Ramesh
Contact 8309245148
Via
@panchmukesh @Sidhantamishra2
#Bloodpointorg #Bloodmatters"
"djkush23",52,"#Chennai #SOS #COVID19India
Need AB+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Kamakshi Hospital. 
Contact 94483 68138
Via
@sridhu
#Bloodpointorg #Bloodmatters"
"djkush23",52,"#Nagpur #SOS #COVID19India
Need O+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At Shree Hospital.
Contact 9765129557
Via
@DevShilpa14
#Bloodpointorg #Bloodmatters"
"djkush23",52,"#Pune #SOS #COVID19India
Need O+ve #Blood #plasma from #covidrecovery  patient
Illness #Corona
At YCM, Pimpri Chinchwad
Contact 9307473953, WA +91 9145282102
Via
@KiritSomaiya
#Bloodpointorg #Bloodmatters"
"HarperMitchell",918,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Hiteshp0311961",67,". @BJP4Karnataka Govt is trying pass over 30 bills in 3 days citing #Corona. 
If they were not keen on discussing important bills on #LandReforms, #APMC, #Industries why call the assembly in the first place? For whose benefit are bills being passed without discussion?"
"grumpeoldman",3273,"Say what now? Quacks coming up with all kinds of supposed ""preventives/remedies"". Enough of this greed circus #Covid_19 #COVID19India #Corona #covidmillionaires https://t.co/BMsdJ5mHif"
"fuchsia_mag",1497,"The Virtual Emmys gave us some laugh out loud moments amidst the poignant #Zendaya ones too! Enjoy! #Emmys #Emmy #JimmyKimmel #Covid_19 #Emmys2020 #Corona #coronavirus https://t.co/25hmTzUnWY"
"fuchsia_mag",1497,"When the cast of #Friends comes together, your heart does a double flip! #Emmys #Emmy #Emmys2020 #JenniferAniston #Covid_19 #Corona #MondayMorning https://t.co/HCEoJWG6e0"
"Maruca_C",86,"@NomadicWriter I am devastated for you Fritha. 

Must be even worse than the unnatural state of having not been touched in half a year. I didn't mind being single these past 1.5 years, but since corona all I want is someone to hold me all night long. #Corona sucks!!! <U+2764><U+2764><U+2764>"
"dbzell",984,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"kasaanmedia",3255,"In our days the real #dystopia started  #Trump #Putin 
#Fear #love #pollution #refugees #politics #war #starvation
UFOs #Election2020 #electionhub #Uk #Africa #EuropeOfTomorrow #coronavirus #Corona  #scifi #ebooks 
https://t.co/c9lxiFPx7y"
"Vi44",450,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"iamabofh",950,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"Livebetterlive5",367,"Support this local group in Birkenhead 3rd October 2020. 

#lockdowns #birkenhead #wedonotconsent #StandUpX #Corona #masks #vaccines https://t.co/qBTeA845By"
"Lynnwat62185432",22,"Support this local group in Birkenhead 3rd October 2020. 

#lockdowns #birkenhead #wedonotconsent #StandUpX #Corona #masks #vaccines https://t.co/qBTeA845By"
"Shine_Dat",6282,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"BhamashahJI",538,"#Delhi #Faridabad #CovidRecovered
Need #Blood type : A+
At : QRG Hospital, Sec 16, Faridabad
Component : #Plasma
Units : 1
Primary Number : 7424813738, 9910031498
Illness:#Corona
@gbansal103 
@bloodaid
@bld4needy 
@bloodhelpline
@OnlineBlooDonor 
@Bloodpointorg 
@BloodDonorDelhi https://t.co/Hmnj0S89pq"
"sarbjeetsinghK4",22,"#vishwas <U+0001F618><U+0001F618>
Let's fight against #Corona together!!
#CoronaWarriors

@PunjabGovtIndia
@PunjabPoliceInd
@TarnTaranPolice
@TarntaranDPRO https://t.co/X4ZdBCk4hW"
"HarridgePike",5699,"The walk in #Düsseldorf is just starting. Great atmosphere! Anti #LockDown and anti #Corona Action walk! Now!!! https://t.co/8LoDC5oz0F"
"VikasKu27886242",1,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"AKASH07143330",23,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"VeganaHedgehog",354,"Support this local group in Birkenhead 3rd October 2020. 

#lockdowns #birkenhead #wedonotconsent #StandUpX #Corona #masks #vaccines https://t.co/qBTeA845By"
"Pawan83204512",0,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"skyesins",201,"New medicine approved &amp; certified by #secularism - Cure for #Corona! 

Looks like audio is morphed &amp; not verifiable. https://t.co/6SxCdYfSUR"
"JerryHicksUnite",9004,"Poll : Who do you think would give a more science based Corona virus briefing.

Whitty &amp; Vallance or 
Kirstie Allsopp &amp; Denise Welch 
#DeniseWelch #KirstieAllsopp #Whitty #Vallance #coronavirus #Corona #coronavirusbriefing"
"anilkum21074121",2,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"playperfectbad",221,"Support this local group in Birkenhead 3rd October 2020. 

#lockdowns #birkenhead #wedonotconsent #StandUpX #Corona #masks #vaccines https://t.co/qBTeA845By"
"Dashrat00483331",467,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"ansgarjohn",2056,"@ole_b_peters Also @imperialcollege now saying they never predicted a lot of deaths in countries that wouldn't lockdown... See their pinned Tweet. 

Good news: #Corona not as disasterous as we feared."
"fdmhildesheim",1752,"#internationadayofpeace #corona @GESIS_Panel 
This year's #peaceday is concerned with the united fight against Covid-19. @LydRep, @joaenna19 &amp; @ItsEmmaLi look at what Germany does to fight this battle by focusing on special survey data. https://t.co/fNzrzhWJdO"
"emily_menard",287,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"MUKESH53442390",1,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"AmborellaWWG1",6566,"Support this local group in Birkenhead 3rd October 2020. 

#lockdowns #birkenhead #wedonotconsent #StandUpX #Corona #masks #vaccines https://t.co/qBTeA845By"
"maxiejane",222,"Support this local group in Birkenhead 3rd October 2020. 

#lockdowns #birkenhead #wedonotconsent #StandUpX #Corona #masks #vaccines https://t.co/qBTeA845By"
"scripvibha",293,"Say what now? Quacks coming up with all kinds of supposed ""preventives/remedies"". Enough of this greed circus #Covid_19 #COVID19India #Corona #covidmillionaires https://t.co/BMsdJ5mHif"
"DanLeissner",4914,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"mapspen",116,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"ellerysqueen",2334,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Roadies_Teja",464,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"Rachitkadam",10,"Teachers going to house from house &amp; teaching kids #umaria #Corona https://t.co/g9VW1OSBRp"
"ShivDut63827638",2,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"Manojbe12724542",0,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"StandUpX2",12641,"Support this local group in Birkenhead 3rd October 2020. 

#lockdowns #birkenhead #wedonotconsent #StandUpX #Corona #masks #vaccines https://t.co/qBTeA845By"
"chase_chutzpah",73,"A warning which #BJP did not took seriously. Now what we're facing is because of that lack of seriousness.

#Corona 
#BJP_<U+092D><U+0917><U+093E><U+0913>_<U+0926><U+0947><U+0936>_<U+092C><U+091A><U+093E><U+0913> https://t.co/Wy5Np0OR8R"
"AnnaBelBLONDE",743,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"9ontheturn",2315,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"UROCKlive1",175083,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Aashi_2m",1286,"@IKaransharma27 @dhaval8456 @iNishant4 @pallavict @ThePerilousGirl @iPrabhakarSP @Nik_Pandharikar @ibrijmohanJi @moni_tiwari @modivanibharat @Siddharth_Girme <U+0001F64F><U+0001F64F> but why administration let her serve it’s already mentioned in WHO guidelines that #Corona is dangerous for pregnant women"
"Ges_d_Gleichen",209,"#corona-Theater https://t.co/h6DN3C2TDi"
"aroonrao2000",985,". @BJP4Karnataka Govt is trying pass over 30 bills in 3 days citing #Corona. 
If they were not keen on discussing important bills on #LandReforms, #APMC, #Industries why call the assembly in the first place? For whose benefit are bills being passed without discussion?"
"s_rupali",576,"Embrace peace in every walk of your life. 

Here's a small spiral art from my side where I'm waiting peacefully waiting for the things to be normal again.<U+0001F607>

#InternationalPeaceDay 
#InternationalDayofPeace2020 
#PeaceDay 
#PeaceDay2020 
#Covid_19 
#Corona 
#NewNormal https://t.co/v49Qhhu3F4"
"ashwanig2015",214,"New medicine approved &amp; certified by #secularism - Cure for #Corona! 

Looks like audio is morphed &amp; not verifiable. https://t.co/6SxCdYfSUR"
"RadiozityMusic",4283,"Let's make a banger from this nice african song (1/2) #music #Producer #beat #instrumental #rap #Africa #Corona https://t.co/mPl1lsh3ZD"
"Yashwan70985681",0,"To @sbtet
Sub; requesting to cancel the exams and promote
We the #students of #polytechnic in the current situation we r unable to appear for exams due to #corona 
@KTRoffice 
@RaoKavitha
@trsharish 
@ysjagan
@ncbn
@narendramodi
@SabithaindraTRS
#wewantjustice
#educationminister"
"AiroDoctor",2,"The groundbreaking air purifying technology of AiroDoctor® explained! Watch now our new video about the photocatalysis process. https://t.co/MGwrrrHt3W 
#airodoctor #airpurifier #cleanair #fightcovid #corona"
"CESSDA_Data",2488,"#internationadayofpeace #corona @GESIS_Panel 
This year's #peaceday is concerned with the united fight against Covid-19. @LydRep, @joaenna19 &amp; @ItsEmmaLi look at what Germany does to fight this battle by focusing on special survey data. https://t.co/fNzrzhWJdO"
"cine31",1504,"Buy ANY 4 Masks and Get 20% OFF! 
https://t.co/emDZZWbYEd 
https://t.co/0b8gfR1ZRi 

#predator #skeletor #heman #skull #facemask #popculture #movies #comics #mask #socialmask #SocialDistancing #covid19 #corona #trumpvirus #staysafe #protect Don't Be A #Covidiot https://t.co/RdpbEfqOJ2"
"iam_AVIIII",250,"#Delhi #Faridabad #CovidRecovered
Need #Blood type : A+
At : QRG Hospital, Sec 16, Faridabad
Component : #Plasma
Units : 1
Primary Number : 7424813738, 9910031498
Illness:#Corona
@gbansal103 
@bloodaid
@bld4needy 
@bloodhelpline
@OnlineBlooDonor 
@Bloodpointorg 
@BloodDonorDelhi https://t.co/Hmnj0S89pq"
"c4ll1e",64,"feel like we have a right to know what to expect now the situation is changing. I do talk to my drs of course about everything but not everyone can do that. Please remember us. #Covid_19 #Covid #shielding #Corona"
"Rose2Blossom90",1208,"PLEASE use Common Sense &amp; DON'T STRIP! <U+0001F494><U+0001F494><U+0001F494>
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten #coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates https://t.co/dATxl5zoRv"
"pavelparvez9",74,"please click and see mask: 
https://t.co/RfbsmGhZRG

Levi's Re-Usable Reversible Face Mask (Pack of 3)
Price: $15.99
Imported, 100% Cotton, Size Available.
#Covid_19 #COVID19 #coronavirus #USA #Corona #mask #COVID__19 #coronavirusuk https://t.co/WPXASE5omy"
"DesiTequilla",40,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"badmademoisell",1448,"Embrace peace in every walk of your life. 

Here's a small spiral art from my side where I'm waiting peacefully waiting for the things to be normal again.<U+0001F607>

#InternationalPeaceDay 
#InternationalDayofPeace2020 
#PeaceDay 
#PeaceDay2020 
#Covid_19 
#Corona 
#NewNormal https://t.co/v49Qhhu3F4"
"JCVerma15",84,"#Corona
Only complete God kabir can destroy our sins and cure incurable disease.

Kabir is supreme complete God in all holy scripts like vedas, Geeta and Quran.
More see iswar tv 8:30 pm daily
More knowledge visit to satlok ashram you tube channel @SaintRampalJiM @PuducherryPMC"
"Sureshh95623074",0,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"GodandtheBear",18364,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Shiteuxmusic",73,"Let's make a banger from this nice african song (1/2) #music #Producer #beat #instrumental #rap #Africa #Corona https://t.co/mPl1lsh3ZD"
"Shiteuxmusic",73,"Nobody might see this but that's ok i m already ENJAILLÉ <U+0001F525><U+0001F57A> (2/2) #music #Producer #beat #instrumental #rap #Africa #Corona 
#bedroombeats https://t.co/PwVWojcA8g"
"Bluegirl2700",250,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Talib3459",4,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"jmgupta08",16,"@rakeshdaultabad @journojoseph @DharamvirNews @RajKVerma4 @berwaltweets @DEEPAKKAHUJA @VinodDabas19 @akamlesh4 @achlendra @sumedhasharma86 @leenadhankhar There were virus before also ....#Corona came very late but #Kherkidaulatoll #Badroads #Buildermafia #abwmanesarfraud these virus already killed us @BJP4Haryanawe are Zombies in #Gurgaon living under king @mlkhattar @narendramodi but nation says ALL IS WELL"
"Vinod93752192",2,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"sclayton97",4707,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Anand45856147",10,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"amys_here",1223,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"VishneswarR",1127,"New medicine approved &amp; certified by #secularism - Cure for #Corona! 

Looks like audio is morphed &amp; not verifiable. https://t.co/6SxCdYfSUR"
"alwaysnaniii4u",181,"#Delhi #Faridabad #CovidRecovered
Need #Blood type : A+
At : QRG Hospital, Sec 16, Faridabad
Component : #Plasma
Units : 1
Primary Number : 7424813738, 9910031498
Illness:#Corona
@gbansal103 
@bloodaid
@bld4needy 
@bloodhelpline
@OnlineBlooDonor 
@Bloodpointorg 
@BloodDonorDelhi https://t.co/Hmnj0S89pq"
"ChelseaFoyle",29,"The personalised controller I designed on Xbox design labs using the money I made on mixer finally arrived! <U+0001F60D> #xbox #xboxdesignlabs #controller #Covid_19 #Corona #gamergirl #girlgamer #streamer #stream #streaming #XboxSeriesX #XboxSeriesS #XboxOne https://t.co/UnXM2Ro0oT"
"FarooqBaba",241,"#fake #sampling of #corona #test: A video of #Mathura’s CHC doctor giving more than 15 samples for Corona test for completing his sampling target goes viral. Health officials mark inquiry into the matter. @timesofindia @UPGovt @dmmathura7512 @myogiadityanath https://t.co/b044iinffd"
"_S_A_U_L",188,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Swiftpfote",112,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"Gastump1",40,"Talks due to take place this afternoon between Boris Johnson and Nicola Sturgeon on next steps to tackle resurgence of Covid. Expect leaks of  UK plans to surface shortly after or a presentation from the PM. #Covid_19 #Covid19UK #Corona #coronavirus"
"StonkzBuyer",640,"Talks due to take place this afternoon between Boris Johnson and Nicola Sturgeon on next steps to tackle resurgence of Covid. Expect leaks of  UK plans to surface shortly after or a presentation from the PM. #Covid_19 #Covid19UK #Corona #coronavirus"
"HaryanviStewie",48,"""During #Corona pandemic record purchases of wheat were made from farmers during the Rabi season. Rs 1,13,000 crore has been given to the farmers at MSP this year, during Rabi for wheat, paddy, pulses and oil-seeds,"" PM @narendramodi

#KisanWithPMModi #NayeBiharKaNirmaan https://t.co/JKvhrL2HEn"
"MktBear",454,"Talks due to take place this afternoon between Boris Johnson and Nicola Sturgeon on next steps to tackle resurgence of Covid. Expect leaks of  UK plans to surface shortly after or a presentation from the PM. #Covid_19 #Covid19UK #Corona #coronavirus"
"OverMyFedBody",2499,"Talks due to take place this afternoon between Boris Johnson and Nicola Sturgeon on next steps to tackle resurgence of Covid. Expect leaks of  UK plans to surface shortly after or a presentation from the PM. #Covid_19 #Covid19UK #Corona #coronavirus"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/DvRL2lxwng"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/CKyjQHXQnh"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/XzuihjgnaC"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/3pVJrBp7aM"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/BZjqMv4Ine"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/VdbacmzJ1A"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/KKhA88Aly0"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/YxEirutBgM"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/jrUoSqXzcF"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/DFC5CvqI9q"
"MazurekRob",3622,"Charlotte
 Retweeted your Tweet
#COVID19 #Covid_19 #COVID__19 #Covid19UK #COVID19Ontario #Corona #coronavirus #CoronaVirusUpdates #coronatesten ##coronaaustraila #psyop #depopulation #economy #event #Event201 #BillGates #WHO #Rockefeller #NWO #georgiaguidestones #denverairport https://t.co/I5naakD9Gx"
"tina_tinalondon",7527,"The walk in #Düsseldorf is just starting. Great atmosphere! Anti #LockDown and anti #Corona Action walk! Now!!! https://t.co/8LoDC5oz0F"
"aquart",844,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"BlessingCTaylor",192,"Government confirms extension of commercial rent protections https://t.co/5cEihjVzvS 

#BusinessNews #evictionban #grace #businessnow #rentprotection #goodnews #hospitalityindustry #restaurant #bars #hospitality #government #news #corona #ukcolumn #analysis #optimistic"
"tw081007",1020,"I need shooting comeback of powerful women ruling over weak males so much! Meanwhile, I'll make the best out of it. Thanks #Corona and travel warnings, the best places are not crowded. Stay healthy! Cu soon! https://t.co/Mf7ieVLHhk"
"AnujKum56040662",1,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"lennybendavid",4893,"Financial fines don't stop violations. I like the idea of community service -- digging graves for #Corona victims. https://t.co/lPPv6KlwpQ"
"lennybendavid",4893,"#RoshHashanah in Israel meant many prayer services in the streets, parks, backyards. They were supposed to follow #Corona restrictions.
Near my house, 1 group of ~40 held a post-service Kiddush (block party). 
It was like dancing on the deck of the Titanic.
@odedrevivi"
"Stefan_Wills",376,"Uber Eats code offer time!!! £10 off a £15 spend - new customers only - Prepare your order then use my code : eats-vrruju <U+0001F32D><U+0001F354><U+0001F35F> #UberEatsPromoCode #Uber #Emmys #Covid_19 #DisneyPlus #Corona #Emmys2020 #FinCENFiles #EnqueteExclusive #mondaythoughts #MondayMorning #coronatesten https://t.co/42UILWYrfb"
"EthingsG",624,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
"RDirectdd",412,"New medicine approved &amp; certified by #secularism - Cure for #Corona! 

Looks like audio is morphed &amp; not verifiable. https://t.co/6SxCdYfSUR"
"SatenderSehraw5",8,"Despite #corona, @FBDPolice everywhere on the job. Thanks to the #people of #Faridabad for their support and encouragement! https://t.co/Qj34uHfAzw"
"BloodAid",32217,"#Delhi #Faridabad #CovidRecovered
Need #Blood type : A+
At : QRG Hospital, Sec 16, Faridabad
Component : #Plasma
Units : 1
Primary Number : 7424813738, 9910031498
Illness:#Corona
@gbansal103 
@bloodaid
@bld4needy 
@bloodhelpline
@OnlineBlooDonor 
@Bloodpointorg 
@BloodDonorDelhi https://t.co/Hmnj0S89pq"
"ShubhamKajale16",67,"While everyone is busy talking about the increasing numbers of Covid 19 cases in Maharashtra I would like to draw your attention to the number of patients getting cured..
18 Sep-22078
19 Sep-23501
20 Sep-26408
Commendable job done by all #Corona Warriors 
#coronavirus 
#COVID__19"
"ilovemydogs1972",929,"#Breaking: Four Israeli hospitals, including Jerusalem's two@main hospitals, Hadassa &amp; Shaarey Tzedek (plus Assuta Ashdod &amp; the Western Galilee Medical Center) can jo longer take in #corona patients. https://t.co/H15xpFgaiP"
